gene,value
JAKMIP1,3.97
PPP2R2C,3.73
MRFAP1L1,13.08
CCDC96,5.58
GRPEL1,13.18
PSAPL1,4.43
AFAP1,7.12
ABLIM2,6.17
ACOX3,8.77
HMX1,8.19
SLC2A9,4.23
WDR1,13.74
ZNF518B,4.02
CLNK,5.0
HS3ST1,5.24
RAB28,8.84
RAB28,6.93
NKX3-2,4.98
BOD1L1,10.75
LINC00504,4.86
FGFBP1,5.89
TAPT1,11.07
LDB2,4.12
FAM184B,5.1
DCAF16,11.8
LCORL,13.58
LCORL,6.06
KCNIP4,4.95
GBA3,14.2
PPARGC1A,7.79
DHX15,13.6
CCDC149,7.92
LGI2,4.47
SEPSECS,8.53
SEL1L3,12.57
CCKAR,5.13
RELL1,11.5
TLR10,5.28
TMEM156,10.61
RFC1,12.55
RPL9,13.96
UGDH,15.18
SMIM14,10.22
PDS5A,13.08
RBM47,9.32
APBB2,12.19
APBB2,8.94
PHOX2B,6.56
BEND4,3.96
ATP8A1,3.55
KCTD8,5.9
YIPF7,6.4
GNPDA2,11.4
GABRG1,3.76
GABRA2,4.42
COX7B2,5.06
GABRA4,5.05
COMMD8,10.9
CORIN,5.55
NFXL1,7.77
CNGA1,4.76
TXK,7.17
TEC,8.89
FRYL,10.18
OCIAD2,9.25
LRRC66,4.36
SGCB,4.41
USP46,10.06
ERVMER34-1,7.39
SCFD2,10.42
LNX1,5.03
CHIC2,7.48
KDR,3.83
CLOCK,11.47
PDCL2,5.26
NMU,5.44
AASDH,8.35
PPAT,13.66
SRP72,5.73
HOPX,7.77
SPINK2,5.97
NOA1,11.07
IGFBP7,15.59
TECRL,4.44
EPHA5,6.02
CENPC,10.41
UBA6,11.34
GNRHR,4.39
TMPRSS11D,4.76
TMPRSS11A,4.01
TMPRSS11F,4.28
TMPRSS11B,4.55
YTHDC1,12.58
UGT2A3,5.05
UGT2B11,5.58
UGT2B4,6.57
UGT2A2; UGT2A1,4.88
SULT1B1,4.28
CSN2,4.43
JCHAIN,4.22
GRSF1,13.47
GC,5.06
ADAMTS3,6.06
ANKRD17,12.53
RASSF6,5.43
PF4,6.78
PPBP,4.74
CXCL5,9.93
CXCL3,7.05
CXCL2,7.85
BTC,7.18
RCHY1,9.04
CDKL2,5.86
PPEF2,6.34
CXCL9,4.64
CXCL10,4.24
CXCL11,4.02
NUP54,10.85
SCARB2,10.56
CCDC158,4.78
SOWAHB,5.03
CCNI,14.98
CNOT6L,10.81
PAQR3,11.94
NAA11,4.73
GK2,4.31
ANTXR2,12.55
PRKG2,6.39
HNRNPD,14.71
HNRNPDL,15.6
TMEM150C,7.57
SCD5,12.83
LIN54,9.4
PLAC8,12.15
COQ2,11.71
HPSE,7.63
HELQ,10.15
FAM175A,9.73
NKX6-1,6.11
WDFY3,10.22
MAPK10,7.02
SLC10A6,6.84
KLHL8,10.26
SPARCL1,5.19
ABCG2,6.34
PPM1K,7.11
HERC6,4.89
PIGY; PYURF,8.6
NAP1L5,6.18
FAM13A,7.26
SNCA,8.16
HPGDS,4.17
UNC5C,3.49
STPG2,3.59
TSPAN5,13.22
EIF4E,13.3
ADH5,12.91
ADH4,4.5
ADH6,5.92
ADH1A,3.79
ADH1B,4.77
ADH1C,4.96
ADH7,4.22
TRMT10A,9.1
LAMTOR3,10.18
DNAJB14,11.52
H2AFZ,15.04
DDIT4L,4.15
PPP3CA,13.25
MANBA,10.37
UBE2D3,15.41
SLC9B1,4.97
CENPE,13.09
TACR3,3.81
CXXC4,3.42
PPA2,7.23
INTS12,12.84
TBCK,10.53
TBCK,7.92
GIMD1,5.87
DKK2,5.57
PAPSS1,10.01
LEF1,7.0
ETNPPL,3.59
COL25A1,7.08
CASP6,11.19
PLA2G12A,8.7
CFI,6.39
PITX2,8.89
TIFA,9.67
NEUROG2,5.07
ZGRF1,11.08
RPS26,15.18
CAMK2D,12.96
ARSJ,13.3
NDST4,4.09
TRAM1L1,7.41
PRSS12,6.43
SEC24D,11.15
C4orf3,10.3
FABP2,4.56
PDE5A,6.78
MAD2L1,12.08
PRDM5,4.67
NDNF,5.03
TNIP3,6.16
QRFPR,4.98
ANXA5,14.86
TMEM155,5.8
CCNA2,14.18
BBS7,11.16
TRPC3,4.74
IL2,3.81
IL21,6.7
ANKRD50,11.64
MFSD8,11.4
PGRMC2,14.28
PABPC4L,7.63
PCDH18,6.11
SLC7A11,13.25
ELF2,10.45
MAML3,8.22
MAML3,8.01
CLGN,7.69
MGAT4D,5.77
UCP1,4.61
TBC1D9,7.69
TBC1D9,5.49
INPP4B,6.56
FREM3,4.77
GYPE,5.2
GYPB,3.17
GYPA,3.86
ANAPC10,10.71
OTUD4,13.16
ZNF827,8.47
SLC10A7,8.55
TTC29,4.3
PRMT9,8.69
NR3C2,4.55
LRBA,11.75
GATB,10.01
FBXW7,8.45
TMEM154,7.55
TIGD4,4.73
RNF175,4.74
SFRP2,4.37
DCHS2,4.97
PLRG1,13.09
FGA,9.55
FGG,10.64
MAP9,5.28
ASIC5,4.3
CTSO,5.79
PDGFC,7.33
FAM198B,6.19
C4orf46,11.35
PPID,12.27
C4orf45,5.82
FSTL5,4.01
NPY1R,5.35
TKTL2,5.1
MARCH1,6.66
ANP32C,6.25
TRIM61,4.96
SPOCK3,5.81
DDX60,7.0
CBR4,10.85
SH3RF1,10.81
NEK1,10.06
C4orf27,9.21
AADAT,7.33
GALNTL6,4.5
HMGB2,13.37
SCRG1,3.54
HAND2,6.07
FBXO8,8.6
FBXO8,4.36
HPGD,6.69
GLRA3,3.24
GLRA3,4.23
GPM6A,3.32
SPATA4,6.7
ASB5,4.55
VEGFC,4.56
AGA,11.29
DCTD,10.0
WWC2-AS2,5.3
CLDN22,4.27
CLDN24,5.58
RWDD4,9.15
ENPP6,3.41
IRF2,9.41
CASP3,13.16
CENPU,11.52
ACSL1,8.65
CFAP97,11.14
UFSP2,8.22
CCDC110,5.97
PDLIM3,6.28
SORBS2,8.43
SORBS2,6.27
SORBS2,5.05
FLJ38576; RP11-173M11.6,5.5
FAT1,13.4
TRIML2,7.83
FRG2,5.92
ZNF141,10.58
ZNF141,7.66
CFAP99,6.53
RNF4,12.86
FAM193A,10.55
EVC,9.0
CRMP1,8.05
S100P,7.31
GPR78,4.08
CPZ; GPR78,8.27
FAM200B,13.22
BST1,5.54
SOD3,5.24
SOD3,6.56
PI4K2B,11.46
STIM2,6.74
STIM2,10.15
NIPAL1,5.14
NIPAL1,9.27
FIP1L1,12.54
PDGFRA,5.52
ADGRL3,6.14
ADGRL3,4.61
UGT2B28,4.33
PRR27,4.62
SMR3A,5.29
SMR3B,5.09
MOB1B,10.55
DCK,11.6
CXCL6,6.25
CCNG2,11.57
CCNG2,5.07
FGF5,13.82
C4orf22,9.79
HERC3,6.4
HERC3,5.48
HERC3,8.61
BANK1,5.76
BANK1,8.38
ARHGEF38,6.46
ARHGEF38,4.88
ENPEP,5.21
NAA15,15.1
TMEM144,7.68
RAPGEF2,6.86
RAPGEF2,8.83
ADAM29,4.23
ADAM29,7.14
STOX2,6.37
FAM149A,6.56
CYP4V2,5.96
KLKB1,5.26
DUX4,6.2
DUX4,5.91
ZNF732,9.07
RNF212,4.13
RNF212,4.03
NELFA; MIR943,8.78
FBXL5,11.72
FBXL5,7.57
FGFBP2,4.15
PROM1,6.01
QDPR,7.33
ADGRA3,10.44
ARAP2,7.5
ARAP2,4.87
TLR1,4.68
TLR1,6.99
TLR6,11.31
UGT2B17,4.18
UGT2B15,4.35
SULT1E1,4.95
COX18,9.7
G3BP2,16.01
NAAA,7.86
SDAD1,12.96
RASGEF1B,4.4
SEC31A,13.64
THAP9-AS1,12.6
C4orf36,5.62
C4orf36,7.92
HSD17B13,4.9
HSD17B11,14.66
GPRIN3,4.73
EMCN,6.34
SLC39A8,9.86
RP11-499E18.1; SLC39A8,5.79
SLC9B2,8.66
BDH2,7.99
ELOVL6,13.81
NUDT6,9.41
NUDT6,6.14
SCLT1,11.41
MGARP,10.64
NDUFC1,9.2
SETD7,11.06
SETD7,6.11
RNF150,4.89
SH3D19,11.9
NAF1,9.49
TMEM192,7.94
DDX60L,8.9
DDX60L,5.83
MFAP3L,6.99
MFAP3L,4.05
LRP2BP,3.84
F11-AS1,4.96
MTNR1A,6.15
PLEKHG4B,5.67
PLEKHG4B,6.33
LRRC14B,4.69
SDHA,11.8
TRIP13,11.7
NKD2,5.74
SLC6A19,5.01
SLC6A18,4.9
LPCAT1,5.42
NDUFS6,12.96
C5orf38,6.0
IRX1,4.7
ADAMTS16,5.1
ICE1,9.99
UBE2QL1,5.94
PAPD7,9.41
ADCY2,5.0
ADCY2,10.27
ADCY2,4.78
CCT5,14.05
MARCH6,13.51
ROPN1L,4.88
ANKRD33B,6.06
TRIO,11.42
FAM105A,5.53
OTULIN,9.41
FBXL7,5.69
PRDM9,5.21
LSP1P3,6.26
CDH6,8.33
C5orf22,10.98
PDZD2,5.82
SUB1,15.83
NPR3,7.66
TARS,12.67
RXFP3,4.28
RAI14,14.06
RAI14,9.58
TTC23L,4.98
BRIX1,14.01
DNAJC21,10.54
SPEF2,8.01
IL7R,6.15
SKP2,11.93
SKP2,6.29
SLC1A3,7.15
NIPBL,11.77
WDR70,8.52
GDNF-AS1,4.19
EGFLAM,5.14
OSMR,10.96
RICTOR,6.19
PTGER4,9.13
CARD6,8.16
C7,3.64
C5orf51,11.87
FBXO4,8.26
GHR,5.41
CCDC152,4.71
NIM1K,4.39
NNT,11.09
MRPS30,13.59
PARP8,8.3
ISL1,6.43
ISL1,6.49
PELO; ITGA1,8.08
ITGA2,11.63
FST,5.74
NDUFS4,11.19
HSPB3,5.47
SNX18,8.4
GZMK,4.34
GZMA,4.08
GPX8,11.46
SKIV2L2,12.91
DDX4,5.9
IL31RA,10.41
RPL41,14.68
MAP3K1,10.22
SETD9,8.6
GPBP1,12.26
GAPT,4.61
RAB3C,5.63
PDE4D,3.93
NDUFAF2,9.83
ZSWIM6,10.66
LOC100421561,11.16
RNF180,5.15
RGS7BP,5.15
FAM159B,4.9
CWC27,12.87
PPWD1,13.42
TRAPPC13,8.43
NLN,12.26
ERBB2IP,14.18
SREK1,13.16
MAST4,8.5
PIK3R1,10.36
SLC30A5,13.46
CCNB1,13.77
CENPH,9.94
MRPS36,10.56
CDK7,12.73
RAD17,12.15
MARVELD2,9.99
MARVELD2,6.02
OCLN,13.59
GTF2H2C_2; GTF2H2C; GTF2H2B,13.34
SERF1B; SERF1A,8.97
SMN1; SMN2,12.62
GTF2H2; GTF2H2B,13.56
SERF1A,8.97
SMN1,12.53
BDP1,10.96
MCCC2,13.14
CARTPT,3.8
MAP1B,8.55
TNPO1,14.25
FCHO2,10.9
TMEM171,8.93
TMEM174,4.93
BTF3,14.7
UTP15,11.12
ARHGEF28,13.62
HEXB,15.0
HMGCR,13.21
POLK,13.35
ANKDD1B,6.32
SV2C,4.73
IQGAP2,5.57
F2R,10.06
F2RL1,10.59
S100Z,4.86
AGGF1,11.79
PDE8B,5.04
SCAMP1,12.54
BHMT2,11.63
BHMT,7.32
JMY,8.75
PAPD4,12.08
CMYA5,4.07
THBS4,5.1
SPZ1,5.66
ZFYVE16,10.74
FAM151B,7.17
MSH3,10.14
RASGRF2,10.87
RASGRF2,6.35
CKMT2,5.42
ZCCHC9,11.01
ATG10,8.76
XRCC4,10.78
VCAN,12.72
COX7C; MIR3607,12.93
RASA1,10.97
POLR3G,11.04
ADGRV1,4.83
NR2F1,10.19
SLF1,7.81
FAM81B,5.71
ARSK,9.5
GPR150,3.88
RHOBTB3,10.5
CAST,4.54
ERAP2,10.77
LNPEP,11.84
RGMB,11.22
FAM174A,10.71
PAM,10.02
PPIP5K2,13.84
C5orf30,9.09
FER,11.74
MAN2A1,11.17
SLC25A46,13.06
TSLP,4.51
WDR36,11.95
CAMK4,5.36
EPB41L4A-AS2,4.82
DCP2,10.62
YTHDC2,10.23
KCNN2,4.05
AP3S1,13.52
DMXL1,11.04
TNFAIP8,10.5
PRR16,8.77
FTMT,4.17
SRFBP1,11.67
SNCAIP,4.54
SNX2,14.32
SNX24,11.92
PRDM6,6.17
CSNK1G3,12.25
GRAMD3,11.55
PHAX,14.4
TEX43,5.62
LMNB1,12.77
MEGF10,6.34
PRRC1,13.16
CTXN3,4.65
SLC12A2,9.03
ISOC1,10.56
ADAMTS19,3.94
KIAA1024L,4.66
CHSY3,4.83
LYRM7,10.96
IL3,5.29
CSF2,5.39
PDLIM4,7.19
SLC22A4,8.1
SLC22A5,8.18
C5orf56,7.08
RAD50,14.27
IL13,5.25
IL4,3.55
CCNI2,5.75
SOWAHA,4.22
UQCRQ,12.09
LEAP2,5.45
AFF4,6.94
HSPA4,13.19
TCF7,7.14
UBE2B,12.54
JADE2,10.56
SEC24A,11.47
CAMLG,10.85
TXNDC15,11.94
C5orf66,6.72
SLC25A48,6.35
FBXL21,7.23
TGFBI,13.18
MYOT,3.62
PKD2L2,3.58
WNT8A,6.54
KIF20A,12.73
KDM3B,11.39
REEP2,6.26
EGR1,7.89
CTNNA1,14.03
MATR3; SNORA74A; SNHG4,15.92
PAIP2,13.7
UBE2D2,13.23
CXXC5,6.17
PSD2,4.26
PURA,11.88
IGIP,6.97
CYSTM1,11.8
SLC4A9,4.04
ANKHD1; EIF4EBP3; ANKHD1-EIF4EBP3,12.71
SLC35A4,12.99
TMCO6,6.29
IK; MIR3655,13.66
WDR55,11.19
PCDHA9; PCDHAC1; PCDHAC2; PCDHA1; PCDHA10; PCDHA11; PCDHA12; PCDHA13; PCDHA2; PCDHA3; PCDHA4; PCDHA5; PCDHA6; PCDHA7; PCDHA8; PCDHA14,6.11
PCDHB1,4.81
PCDHB2,9.39
PCDHB7,9.04
PCDHB11,10.51
PCDHB12,11.43
PCDHB13,10.37
PCDHGC3; PCDHGA12; PCDHGB4; PCDHGA8; PCDHGA1; PCDHGA10; PCDHGA11; PCDHGA2; PCDHGA3; PCDHGA4; PCDHGA5; PCDHGA6; PCDHGA7; PCDHGA9; PCDHGB1; PCDHGB2; PCDHGB3; PCDHGB5; PCDHGB6; PCDHGB7; PCDHGC4; PCDHGC5,11.1
RELL2,6.99
KIAA0141,7.57
RNF14,13.24
NDFIP1,12.74
ARHGAP26,12.25
HMHB1,8.02
SH3RF2,9.04
TCERG1,13.75
TCERG1,7.24
TCERG1,8.64
STK32A,4.95
JAKMIP2-AS1,3.93
SCGB3A2,5.54
SPINK5,7.31
SPINK14,3.99
SPINK6,5.23
SPINK13,4.23
SPINK7,3.72
SPINK9,5.16
FBXO38,11.33
ADRB2,6.48
ABLIM3,7.67
AFAP1L1,7.45
GRPEL2,11.82
PCYOX1L,7.55
PPARGC1B,6.54
SLC26A2,9.65
HMGXB3,9.41
CDX1,5.48
SLC6A7,4.56
TCOF1,10.01
NDST1,10.98
NDST1,6.47
SYNPO,11.14
MYOZ3,5.27
SMIM3,7.71
IRGM,3.82
GPX3,9.73
GPX3,4.82
GM2A,5.01
SLC36A1,8.92
G3BP1,13.65
GRIA1,6.31
GRIA1,4.03
SAP30L,7.75
LARP1,12.85
CNOT8,12.51
MRPL22,9.55
KIF4B,4.75
SGCD,6.48
ITK,4.09
CYFIP2,8.4
NIPAL4,8.47
C5orf52,3.95
THG1L,11.24
LSM11,7.73
UBLCP1,14.4
ADRA1B,8.76
TTC1,11.87
TTC1,7.2
FABP6,5.57
PTTG1,12.01
GABRA6,3.3
GABRA1,4.29
GABRG2,3.38
CCNG1,13.13
HMMR,11.52
MAT2B,12.32
TENM2,8.83
WWC1,10.17
RARS,13.19
FBLL1,5.42
SPDL1,13.26
DOCK2,8.28
FOXI1,4.46
C5orf58,4.46
KCNIP1,5.02
GABRP,8.12
RANBP17,4.87
TLX3,4.17
NPM1,15.3
NPM1,9.84
FGF18,5.92
SMIM23,4.14
EFCAB9,5.49
NEURL1B,4.1
LOC101928093; RP11-779O18.1,5.62
ERGIC1,13.71
ERGIC1,6.83
RPL26L1,10.71
ATP6V0E1,16.86
CREBRF,8.99
BNIP1,7.44
CPEB4,11.77
C5orf47,3.98
MSX2,5.23
SFXN1,11.58
HRH2,5.04
CPLX2,6.62
SIMC1,9.88
ARL10,11.04
HIGD2A,11.18
FAF2,14.24
CDHR2,6.96
EIF4E1B,8.63
TSPAN17,7.83
UNC5A,4.82
ZNF346,9.32
FGFR4,11.06
NSD1,10.97
PRELID1,14.14
RGS14,7.54
SLC34A1,7.28
GRK6,8.9
PRR7,6.69
TMED9,10.74
B4GALT7,6.9
N4BP3,7.29
RMND5B,9.6
HNRNPAB,14.58
ZNF354B,8.81
ZNF354B,7.28
ZFP2,4.82
ZNF454,4.41
ZNF879,6.04
ZNF354C,6.51
RUFY1,10.26
RUFY1,6.63
CANX,15.76
SQSTM1,14.02
SQSTM1,5.88
CNOT6,10.92
BTNL8,5.68
BTNL3,5.83
BTNL9,11.77
OR2V2,4.64
TRIM41,8.3
OR4F3,6.34
CCDC127,9.02
EXOC3-AS1,6.31
EXOC3,6.62
SLC9A3,3.41
TPPP,6.52
ZDHHC11,4.84
BRD9,5.3
SLC12A7,7.85
TERT,5.53
TERT,6.91
CLPTM1L,10.61
SLC6A3,7.77
LPCAT1,8.32
MRPL36,12.02
IRX4,3.7
IRX2,5.28
IRX2,3.57
FLJ33360; CTD-2324F15.2,6.35
MED10,12.94
NSUN2,12.81
C5orf49,5.14
FASTKD3,9.3
SEMA5A,4.5
FAM173B,6.88
CMBL,11.26
DAP,7.24
CTNND2,6.78
DNAH5,7.39
DNAH5,8.01
ANKH,7.76
ZNF622,8.52
FAM134B,5.84
MYO10,13.48
CDH18,5.53
CDH12,6.24
CDH10,3.68
CDH9,5.8
DROSHA,11.3
GOLPH3,12.05
MTMR12,8.62
ZFR,12.13
ZFR,9.15
ADAMTS12,7.13
SLC45A2,5.26
RAD1,10.1
AGXT2,6.1
PRLR,5.0
CAPSL,3.68
UGT3A1,5.07
UGT3A2,6.05
LMBRD2,8.39
NADK2,9.31
RANBP3L,5.14
C5orf42,9.9
NUP155,11.67
GDNF,8.12
LIFR,7.67
RICTOR,12.2
FYB,8.67
TTC33,9.73
PRKAA1,14.79
RPL37,15.43
MROH2B,4.13
C6,4.52
PLCXD3,5.78
OXCT1,11.2
OXCT1,6.47
SEPP1,9.67
ANXA2R,9.86
HMGCS1,11.72
CCL28,8.69
C5orf28,12.28
C5orf34,10.34
PAIP1,11.76
FGF10,6.24
HCN1,4.16
EMB,6.45
PARP8,6.17
MOCS2,12.59
ARL15,8.17
CDC20B,6.17
MCIDAS,5.73
CCNO,5.2
DHX29,12.42
PLPP1; RNF138P1,10.43
SLC38A9,10.61
SLC38A9,7.37
SLC38A9,8.64
IL6ST,13.32
ANKRD55,5.07
C5orf67,3.88
MIER3,10.92
ACTBL2,4.57
PLK2,15.03
PDE4D,9.83
DEPDC1B,10.81
ELOVL7,11.12
ERCC8,8.65
SMIM15,12.42
DIMT1,11.4
HTR1A,4.94
SREK1IP1,12.07
ADAMTS6,7.78
CENPK,12.1
TRIM23,11.7
SGTB,10.78
CCDC125,9.98
TAF9; AK6,14.2
NAIP,8.33
MRPS27,11.3
ZNF366,4.89
FOXD1,4.74
ANKRA2,7.43
ENC1,10.64
GFM2,11.84
GCNT4,8.84
ANKRD31,5.76
COL4A3BP,13.18
POC5,10.74
F2RL2,9.39
WDR41,12.1
OTP,5.97
TBCA,12.92
AP3B1,12.03
AP3B1,6.32
LHFPL2,11.12
ARSB,10.5
HOMER1,9.11
MTX3,8.91
SERINC5,9.0
SERINC5,7.43
FAM151B,5.16
ANKRD34B,4.3
DHFR,14.13
MTRNR2L2,13.44
ACOT12,4.88
RPS23,16.33
TMEM167A,14.13
TMEM167A,9.37
HAPLN1,5.02
EDIL3,13.71
LOC55338; CTC-242N15.1,4.45
CCNH,11.26
TMEM161B,11.35
MEF2C,4.92
CETN3,8.81
MBLAC2,6.84
LYSMD3,11.77
ARRDC3,12.57
FAM172A; POU5F2; MIR2277,9.56
KIAA0825,6.33
MCTP1,11.23
TTC37,12.01
SPATA9,4.8
GLRX,11.55
ELL2,12.43
PCSK1,4.97
ERAP1,4.44
LNPEP,7.81
LIX1,4.04
RIOK2,10.74
CHD1,12.57
ST8SIA4,4.9
SLCO4C1,5.24
SLCO6A1,4.66
GIN1,9.19
NUDT12,8.35
EFNA5,13.37
FBXL17,8.09
PJA2,12.9
STARD4,11.29
NREP,10.76
EPB41L4A,8.16
REEP5,14.12
MCC,6.68
TSSK1B,4.84
TRIM36,7.7
CCDC112,12.02
FEM1C,11.86
FEM1C,7.24
TMED7-TICAM2; TICAM2; TMED7,14.52
CDO1,6.05
ATG12,12.84
SEMA6A,6.01
DTWD2,10.2
LOX,9.34
PPIC,10.56
CEP120,9.64
ZNF608,10.7
ALDH7A1,11.08
MARCH3,9.94
C5orf63,8.21
HINT1,12.14
IRF1,7.36
IL5,4.91
KIF3A,10.45
SEPT8,10.21
SHROOM1,4.72
GDF9,5.74
AFF4,13.24
ZCCHC10,9.06
FSTL4,5.93
C5orf15,13.1
VDAC1,13.07
CDKN2AIPNL,12.69
SAR1B,4.57
PITX1,8.08
C5orf66-AS1,6.33
H2AFY,12.92
NEUROG1,4.44
CXCL14,3.96
LOC340074; CTC-321K16.4,5.19
IL9,5.52
TRPC7,5.51
SPOCK1,7.98
KLHL3,4.62
HNRNPA0,12.56
KLHL3,4.66
FAM13B,9.74
NME5,5.38
BRD8,12.3
CDC23,12.82
GFRA3,4.1
CDC25C,10.14
ETF1,12.51
HSPA9,15.69
LRRTM2,6.5
PAIP2; CTB-43P18.1,9.21
SLC23A1,6.34
MZB1,6.25
PROB1,6.12
SPATA24,7.04
TMEM173,6.9
CXXC5,4.23
NRG2,6.76
PFDN1,11.82
HBEGF,10.43
CD14,7.49
NDUFA2,11.4
TAF7,12.61
SLC25A2,5.87
DIAPH1,9.72
HDAC3,9.51
FCHSD1,7.23
ARAP3,7.42
PCDH1,6.33
PCDH12,5.5
GNPDA1,9.02
SPRY4,8.9
FGF1,7.1
NR3C1,12.12
YIPF5,13.44
GRXCR2,4.83
PLAC8L1,5.82
LARS,12.63
GPR151,4.82
DPYSL3,6.93
JAKMIP2,5.59
SPINK1,6.28
C5orf46,6.52
HTR4,5.91
IL17B,6.23
CSNK1A1,14.01
PDE6A,4.14
TIGD6,6.83
CSF1R,7.59
PDGFRB,5.75
CAMK2A,7.22
ARSI,6.41
CD74,6.19
RBM22,13.28
DCTN4,13.08
ZNF300,9.62
TNIP1,9.9
ANXA6,10.73
CCDC69,5.69
SLC36A3,3.52
SLC36A2,5.07
FAT2,5.07
SPARC,12.62
ATOX1,7.96
RP11-54C4.3; LOC100652758,5.85
GLRA1,4.08
NMUR2,3.94
FAM114A2,7.78
HAND1,5.47
FAXDC2,6.53
GEMIN5,11.53
TIMD4,7.03
HAVCR1,15.84
FAM71B,3.56
FNDC9,4.92
ADAM19,7.3
SOX30,4.04
CLINT1,13.08
EBF1,5.7
RNF145,11.23
IL12B,4.12
FABP6,6.03
C1QTNF2,5.74
ZBED8,7.49
SLU7,10.3
ATP10B,5.17
GABRB2,3.72
SLIT3,9.67
FAM196B,8.31
DOCK2,5.8
KCNMB1,5.78
FBXW11,10.79
STK10,11.26
UBTD2,9.76
SH3PXD2B,7.22
DUSP1,12.82
NKX2-5,5.41
STC2,13.87
BOD1,10.75
DRD1,5.47
KIAA1191,11.6
NOP16,11.04
CLTB,11.57
RNF44,6.65
GPRIN1,6.9
SNCB,5.6
HK3,6.34
UIMC1,8.89
LMAN2,12.63
PFN3,5.29
F12,6.32
DBN1,10.91
PDLIM7,11.01
DOK3,5.81
DDX41,12.6
FAM193B,7.24
FAM153A,4.8
PROP1,5.7
NHP2,10.42
PHYKPL,6.95
COL23A1,10.35
CLK4,11.56
ZNF354A,8.31
AACSP1,5.79
ADAMTS2,5.52
C5orf60,3.85
CBY3,4.52
MGAT4B,8.35
RASGEF1C,4.74
MAPK9,11.29
GFPT2,6.24
SCGB3A1,6.76
FLT4,5.09
OR2Y1,4.75
MGAT1,7.02
ZFP62,10.09
OR2V1,3.35
TRIM7,7.57
TRIM52,7.36
AHRR; PDCD6,7.86
PDCD6,7.39
EXOC3,8.9
EXOC3,4.73
CEP72,7.73
CEP72,5.94
SRD5A1,9.76
MTRR,4.97
MTRR,12.53
BASP1,12.49
ZNF131,9.11
ZNF131,11.57
C5orf64,6.57
KIF2A,11.92
IPO11; LRRC70,12.41
PTCD2,8.61
NSA2,14.3
CRHBP,4.63
ATP6AP1L,6.99
ATP6AP1L,6.5
RFESD,5.98
RFESD,4.34
CAST,13.4
CAST,12.72
LIX1,3.65
APC,11.37
SRP19; ZRSR1,12.27
LVRN,5.43
ARL14EPL,3.87
COMMD10,11.07
HSD17B4,10.72
FAM170A,5.09
ZNF474,5.09
LOC100505841,6.09
SLC27A6,4.43
CDC42SE2,3.97
CDC42SE2,13.85
CDC42SE2,6.43
DDX46,12.91
C5orf24,11.38
PCBD2,8.97
CATSPER3,6.59
SMAD5,14.89
FAM53C,4.37
FAM53C,10.45
FAM53C,6.2
HARS2,8.67
ZMAT2,12.41
PCDHB3,7.04
PCDHB4,7.07
PCDHB5,10.31
PCDHB6,11.61
PCDHB8,11.57
PCDHB16,10.25
PCDHB9,9.46
PCDHB10,7.99
PCDHB14,9.52
PCDHB15,5.61
KCTD16,4.78
RBM27,13.15
POU4F3,4.36
ARHGEF37,4.16
MFAP3,12.57
MFAP3,5.08
GALNT10,11.58
HMP19,3.67
FAM153B,4.96
FAM153B,3.94
LOC728554; THOC3,12.81
FAM153C,4.38
MAML1,7.63
LTC4S,6.07
ZDHHC11B,4.78
ZDHHC11,5.58
BRD9,9.63
TAS2R1,5.31
LOC285692; CTD-2143L24.1; TAS2R1,5.8
FAM173B,10.19
MARCH11,5.73
C1QTNF3-AMACR,8.39
AMACR,8.63
C1QTNF3,6.07
C9,3.66
DAB2,11.39
DAB2,4.91
ESM1,7.38
LOC102467081; CTD-2313F11.1; slygee,5.08
CD180,3.88
GTF2H2,8.15
GTF2H2,13.59
NAIP,9.05
FAM169A,10.93
ZBED3,6.25
DMGDH,7.24
DMGDH,8.33
SSBP2,11.73
ERAP1,10.65
TMEM232,4.83
PGGT1B,9.67
FBN2,5.14
RAPGEF6,10.34
FNIP1,12.67
MEIKIN,5.43
ACSL6,5.68
P4HA2,10.3
P4HA2,4.05
SKP1,13.06
PPP2CA,15.12
CDKL3,8.29
SAR1B,13.08
DCANP1,3.68
TIFAB,5.22
LECT2,4.11
SIL1,9.32
SIL1,3.93
DNAJC18,8.35
ECSCR,5.97
SRA1,9.52
APBB3; MIR6831,5.44
APBB3,5.32
DND1,6.62
HARS,12.28
PRELID2,8.91
PPP2R2B,4.49
SH3TC2,6.84
RPS14,12.87
HAVCR2,5.3
MED7,10.61
PWWP2A,11.47
CCNJL,10.36
CCNJL,4.27
NUDCD2,9.2
PANK3,12.35
LCP2,4.44
THOC3,11.98
RAB24,6.22
MXD3,8.37
FAM153A,7.23
FAM153A,4.98
GRM6,3.35
GRM6,4.25
HNRNPH1,15.81
HNRNPH1,6.74
C5orf45,6.69
TBC1D9B,11.14
RNF130,11.27
GNB2L1; SNORD95; SNORD96A,16.46
DUSP22,9.37
IRF4,7.24
FOXQ1,4.58
FOXF2,5.13
FOXC1,6.6
WRNIP1,9.75
RIPK1,9.95
BPHL,7.85
PSMG4,5.75
FAM50B,7.63
PRPF4B,13.3
KU-MEL-3; RP4-529N6.1,3.98
CDYL,10.91
PPP1R3G,5.7
FARS2,9.32
LY86,4.98
RREB1,11.97
RIOK1,12.53
DSP,8.23
SNRNP48,11.06
BMP6,8.6
GCNT2,11.6
GCNT6,6.26
PAK1IP1,13.21
SMIM13,11.33
TMEM170B,7.39
EDN1,11.83
