gene,value
SH3D19,11.65
NAF1,9.25
TMEM192,8.67
DDX60L,9.58
DDX60L,5.26
MFAP3L,6.3
MFAP3L,4.08
LRP2BP,4.25
F11-AS1,5.09
MTNR1A,6.21
PLEKHG4B,5.54
PLEKHG4B,6.59
LRRC14B,4.64
SDHA,11.59
TRIP13,11.24
NKD2,5.62
SLC6A19,4.98
SLC6A18,5.13
LPCAT1,5.65
NDUFS6,13.03
C5orf38,6.12
IRX1,4.86
ADAMTS16,4.63
ICE1,10.11
UBE2QL1,6.56
PAPD7,9.9
ADCY2,5.09
ADCY2,10.46
ADCY2,4.88
CCT5,13.9
MARCH6,13.42
ROPN1L,4.69
ANKRD33B,5.75
TRIO,11.98
FAM105A,5.31
OTULIN,9.78
FBXL7,6.35
PRDM9,5.23
LSP1P3,5.47
CDH6,11.05
C5orf22,10.73
PDZD2,6.19
SUB1,15.85
NPR3,7.67
TARS,12.71
RXFP3,4.01
RAI14,13.72
RAI14,9.62
TTC23L,5.22
BRIX1,13.54
DNAJC21,10.73
SPEF2,7.96
IL7R,8.56
SKP2,11.74
SKP2,6.49
SLC1A3,6.99
NIPBL,11.71
WDR70,8.59
GDNF-AS1,4.29
EGFLAM,5.0
OSMR,11.05
RICTOR,6.61
PTGER4,9.28
CARD6,8.16
C7,3.93
C5orf51,11.93
FBXO4,8.65
GHR,5.19
CCDC152,4.46
NIM1K,4.11
NNT,11.05
MRPS30,14.0
PARP8,9.45
ISL1,6.5
ISL1,6.57
PELO; ITGA1,7.73
ITGA2,11.7
FST,5.98
NDUFS4,11.54
HSPB3,5.45
SNX18,8.48
GZMK,4.02
GZMA,3.95
GPX8,12.04
SKIV2L2,12.89
DDX4,5.89
IL31RA,10.15
RPL41,14.87
MAP3K1,9.53
SETD9,8.81
GPBP1,12.15
GAPT,4.42
RAB3C,5.02
PDE4D,3.95
NDUFAF2,9.85
ZSWIM6,10.85
LOC100421561,11.08
RNF180,5.49
RGS7BP,5.08
FAM159B,5.43
CWC27,13.07
PPWD1,13.26
TRAPPC13,8.32
NLN,12.07
ERBB2IP,14.45
SREK1,13.18
MAST4,8.43
PIK3R1,10.67
SLC30A5,13.53
CCNB1,13.81
CENPH,10.21
MRPS36,10.47
CDK7,13.15
RAD17,12.19
MARVELD2,10.25
MARVELD2,5.98
OCLN,12.99
GTF2H2C_2; GTF2H2C; GTF2H2B,13.43
SERF1B; SERF1A,9.34
SMN1; SMN2,12.53
GTF2H2; GTF2H2B,13.6
SERF1A,9.34
SMN1,12.41
BDP1,11.03
MCCC2,13.19
CARTPT,3.54
MAP1B,9.18
TNPO1,14.65
FCHO2,10.73
TMEM171,6.29
TMEM174,4.79
BTF3,15.05
UTP15,10.97
ARHGEF28,12.88
HEXB,15.2
HMGCR,13.96
POLK,13.73
ANKDD1B,6.03
SV2C,4.88
IQGAP2,6.02
F2R,10.82
F2RL1,10.97
S100Z,4.86
AGGF1,11.87
PDE8B,5.32
SCAMP1,12.52
BHMT2,11.76
BHMT,7.58
JMY,8.58
PAPD4,12.23
CMYA5,4.25
THBS4,5.24
SPZ1,5.95
ZFYVE16,10.9
FAM151B,7.21
MSH3,10.23
RASGRF2,11.01
RASGRF2,6.67
CKMT2,5.63
ZCCHC9,11.14
ATG10,8.8
XRCC4,11.06
VCAN,12.64
COX7C; MIR3607,13.42
RASA1,11.74
POLR3G,10.45
ADGRV1,4.84
NR2F1,10.2
SLF1,7.63
FAM81B,5.33
ARSK,10.19
GPR150,3.87
RHOBTB3,10.41
CAST,4.6
ERAP2,11.22
LNPEP,12.28
RGMB,9.7
FAM174A,10.9
PAM,10.11
PPIP5K2,13.46
C5orf30,9.19
FER,11.67
MAN2A1,10.77
SLC25A46,13.47
TSLP,5.74
WDR36,11.84
CAMK4,5.56
EPB41L4A-AS2,4.8
DCP2,9.38
YTHDC2,10.39
KCNN2,3.88
AP3S1,13.92
DMXL1,11.16
TNFAIP8,10.24
PRR16,7.55
FTMT,3.88
SRFBP1,11.59
SNCAIP,4.74
SNX2,14.13
SNX24,11.71
PRDM6,6.62
CSNK1G3,12.12
GRAMD3,12.29
PHAX,14.33
TEX43,5.12
LMNB1,12.69
MEGF10,5.89
PRRC1,13.28
CTXN3,4.34
SLC12A2,9.11
ISOC1,9.79
ADAMTS19,3.78
KIAA1024L,4.69
CHSY3,4.63
LYRM7,11.0
IL3,5.06
CSF2,5.15
PDLIM4,6.99
SLC22A4,8.49
SLC22A5,9.08
C5orf56,7.06
RAD50,14.46
IL13,5.55
IL4,3.41
CCNI2,6.25
SOWAHA,4.08
UQCRQ,12.2
LEAP2,5.62
AFF4,6.53
HSPA4,13.41
TCF7,7.14
UBE2B,12.7
JADE2,10.75
SEC24A,11.25
CAMLG,11.29
TXNDC15,12.24
C5orf66,6.89
SLC25A48,6.52
FBXL21,6.08
TGFBI,13.73
MYOT,3.8
PKD2L2,3.61
WNT8A,6.27
KIF20A,13.08
KDM3B,11.8
REEP2,6.39
EGR1,7.85
CTNNA1,14.29
MATR3; SNORA74A; SNHG4,16.0
PAIP2,12.97
UBE2D2,13.15
CXXC5,6.82
PSD2,4.4
PURA,11.78
IGIP,6.94
CYSTM1,11.87
SLC4A9,4.41
ANKHD1; EIF4EBP3; ANKHD1-EIF4EBP3,12.9
SLC35A4,13.25
TMCO6,6.19
IK; MIR3655,13.81
WDR55,11.62
PCDHA9; PCDHAC1; PCDHAC2; PCDHA1; PCDHA10; PCDHA11; PCDHA12; PCDHA13; PCDHA2; PCDHA3; PCDHA4; PCDHA5; PCDHA6; PCDHA7; PCDHA8; PCDHA14,6.42
PCDHB1,5.13
PCDHB2,10.04
PCDHB7,9.46
PCDHB11,11.41
PCDHB12,11.96
PCDHB13,11.47
PCDHGC3; PCDHGA12; PCDHGB4; PCDHGA8; PCDHGA1; PCDHGA10; PCDHGA11; PCDHGA2; PCDHGA3; PCDHGA4; PCDHGA5; PCDHGA6; PCDHGA7; PCDHGA9; PCDHGB1; PCDHGB2; PCDHGB3; PCDHGB5; PCDHGB6; PCDHGB7; PCDHGC4; PCDHGC5,11.19
RELL2,6.98
KIAA0141,7.69
RNF14,13.81
NDFIP1,12.99
ARHGAP26,10.93
HMHB1,8.13
SH3RF2,9.11
TCERG1,13.58
TCERG1,6.99
TCERG1,8.04
STK32A,5.0
JAKMIP2-AS1,4.17
SCGB3A2,5.42
SPINK5,7.33
SPINK14,3.94
SPINK6,5.51
SPINK13,4.2
SPINK7,3.72
SPINK9,5.04
FBXO38,11.17
ADRB2,6.22
ABLIM3,8.95
AFAP1L1,7.0
GRPEL2,11.86
PCYOX1L,6.6
PPARGC1B,6.47
SLC26A2,10.68
HMGXB3,9.84
CDX1,5.7
SLC6A7,4.41
TCOF1,9.45
NDST1,11.44
NDST1,7.08
SYNPO,12.18
MYOZ3,5.06
SMIM3,7.3
IRGM,4.06
GPX3,8.47
GPX3,5.13
GM2A,4.73
SLC36A1,9.54
G3BP1,13.72
GRIA1,5.84
GRIA1,3.87
SAP30L,8.06
LARP1,13.83
CNOT8,12.71
MRPL22,9.88
KIF4B,4.78
SGCD,6.21
ITK,4.14
CYFIP2,8.07
NIPAL4,7.59
C5orf52,4.17
THG1L,11.9
LSM11,7.95
UBLCP1,14.54
ADRA1B,8.24
TTC1,11.85
TTC1,7.48
FABP6,5.74
PTTG1,12.09
GABRA6,3.29
GABRA1,4.52
GABRG2,3.54
CCNG1,13.06
HMMR,10.78
MAT2B,12.56
TENM2,10.69
WWC1,9.86
RARS,13.02
FBLL1,5.27
SPDL1,13.23
DOCK2,6.89
FOXI1,4.93
C5orf58,4.26
KCNIP1,7.19
GABRP,8.35
RANBP17,4.87
TLX3,4.08
NPM1,15.48
NPM1,9.85
FGF18,5.72
SMIM23,4.08
EFCAB9,5.55
NEURL1B,4.22
LOC101928093; RP11-779O18.1,5.43
ERGIC1,13.84
ERGIC1,6.8
RPL26L1,11.2
ATP6V0E1,16.35
CREBRF,8.24
BNIP1,7.17
CPEB4,11.37
C5orf47,3.89
MSX2,5.21
SFXN1,11.27
HRH2,4.57
CPLX2,6.41
SIMC1,10.11
ARL10,10.85
HIGD2A,11.91
FAF2,14.1
CDHR2,7.0
EIF4E1B,9.01
TSPAN17,8.58
UNC5A,5.03
ZNF346,9.65
FGFR4,10.66
NSD1,11.09
PRELID1,14.15
RGS14,7.8
SLC34A1,7.18
GRK6,9.07
PRR7,6.6
TMED9,10.82
B4GALT7,6.97
N4BP3,7.18
RMND5B,9.58
HNRNPAB,14.53
ZNF354B,9.45
ZNF354B,7.73
ZFP2,4.99
ZNF454,4.32
ZNF879,6.42
ZNF354C,6.73
RUFY1,10.48
RUFY1,6.63
CANX,15.97
SQSTM1,14.41
SQSTM1,5.79
CNOT6,10.8
BTNL8,6.03
BTNL3,5.83
BTNL9,11.7
OR2V2,4.52
TRIM41,8.52
OR4F3,5.85
CCDC127,8.9
EXOC3-AS1,6.54
EXOC3,6.29
SLC9A3,3.23
TPPP,6.45
ZDHHC11,5.05
BRD9,5.08
SLC12A7,8.15
TERT,5.33
TERT,7.5
CLPTM1L,10.14
SLC6A3,7.74
LPCAT1,9.18
MRPL36,11.98
IRX4,3.76
IRX2,5.19
IRX2,3.71
FLJ33360; CTD-2324F15.2,6.24
MED10,13.25
NSUN2,12.15
C5orf49,4.98
FASTKD3,8.78
SEMA5A,4.47
FAM173B,6.27
CMBL,11.66
DAP,7.74
CTNND2,6.52
DNAH5,6.82
DNAH5,7.83
ANKH,8.86
ZNF622,8.69
FAM134B,6.55
MYO10,13.73
CDH18,5.48
CDH12,6.03
CDH10,3.59
CDH9,7.3
DROSHA,11.83
GOLPH3,12.12
MTMR12,8.32
ZFR,12.04
ZFR,9.13
ADAMTS12,7.01
SLC45A2,5.32
RAD1,10.19
AGXT2,6.0
PRLR,5.09
CAPSL,3.63
UGT3A1,4.44
UGT3A2,5.57
LMBRD2,8.26
NADK2,10.29
RANBP3L,6.39
C5orf42,9.95
NUP155,11.34
GDNF,7.95
LIFR,8.55
RICTOR,11.71
FYB,10.0
TTC33,10.18
PRKAA1,14.56
RPL37,15.31
MROH2B,3.98
C6,5.4
PLCXD3,6.38
OXCT1,11.74
OXCT1,6.63
SEPP1,10.93
ANXA2R,9.29
HMGCS1,12.37
CCL28,9.2
C5orf28,12.53
C5orf34,10.13
PAIP1,12.33
FGF10,5.89
HCN1,4.61
EMB,6.06
PARP8,6.11
MOCS2,12.89
ARL15,8.38
CDC20B,6.12
MCIDAS,5.69
CCNO,5.04
DHX29,12.4
PLPP1; RNF138P1,11.36
SLC38A9,10.96
SLC38A9,7.69
SLC38A9,9.17
IL6ST,13.66
ANKRD55,4.81
C5orf67,3.75
MIER3,10.32
ACTBL2,4.62
PLK2,15.12
PDE4D,10.53
DEPDC1B,10.58
ELOVL7,11.0
ERCC8,8.38
SMIM15,12.39
DIMT1,11.74
HTR1A,5.05
SREK1IP1,12.24
ADAMTS6,9.77
CENPK,12.1
TRIM23,11.76
SGTB,10.61
CCDC125,10.03
TAF9; AK6,14.43
NAIP,8.57
MRPS27,11.56
ZNF366,5.19
FOXD1,4.43
ANKRA2,8.23
ENC1,10.59
GFM2,11.84
GCNT4,8.03
ANKRD31,5.53
COL4A3BP,13.3
POC5,10.64
F2RL2,10.73
WDR41,12.28
OTP,5.65
TBCA,13.13
AP3B1,11.18
AP3B1,6.13
LHFPL2,11.17
ARSB,9.9
HOMER1,9.62
MTX3,9.2
SERINC5,10.2
SERINC5,7.09
FAM151B,5.55
ANKRD34B,4.25
DHFR,14.13
MTRNR2L2,13.45
ACOT12,7.09
RPS23,16.47
TMEM167A,14.34
TMEM167A,9.19
HAPLN1,4.8
EDIL3,14.47
LOC55338; CTC-242N15.1,4.29
CCNH,11.24
TMEM161B,11.54
MEF2C,5.41
CETN3,8.81
MBLAC2,6.87
LYSMD3,11.72
ARRDC3,12.53
FAM172A; POU5F2; MIR2277,9.99
KIAA0825,6.24
MCTP1,10.69
TTC37,12.36
SPATA9,5.42
GLRX,11.27
ELL2,13.0
PCSK1,4.9
ERAP1,4.26
LNPEP,7.29
LIX1,4.07
RIOK2,10.49
CHD1,12.43
ST8SIA4,4.63
SLCO4C1,5.48
SLCO6A1,4.8
GIN1,9.5
NUDT12,8.97
EFNA5,13.0
FBXL17,8.93
PJA2,13.25
STARD4,12.36
NREP,12.05
EPB41L4A,9.75
REEP5,13.9
MCC,6.89
TSSK1B,5.03
TRIM36,8.09
CCDC112,12.38
FEM1C,12.02
FEM1C,7.13
TMED7-TICAM2; TICAM2; TMED7,14.72
CDO1,5.46
ATG12,12.77
SEMA6A,6.3
DTWD2,10.48
LOX,8.24
PPIC,10.89
CEP120,9.65
ZNF608,11.01
ALDH7A1,11.12
MARCH3,8.42
C5orf63,8.07
HINT1,12.38
IRF1,7.74
IL5,5.1
KIF3A,10.42
SEPT8,9.16
SHROOM1,4.85
GDF9,5.7
AFF4,13.19
ZCCHC10,9.15
FSTL4,5.88
C5orf15,13.1
VDAC1,12.9
CDKN2AIPNL,12.91
SAR1B,4.89
PITX1,8.3
C5orf66-AS1,6.14
H2AFY,12.98
NEUROG1,4.46
CXCL14,4.07
LOC340074; CTC-321K16.4,5.06
IL9,5.76
TRPC7,5.85
SPOCK1,9.17
KLHL3,4.69
HNRNPA0,12.68
KLHL3,4.47
FAM13B,9.84
NME5,5.61
BRD8,12.43
CDC23,12.49
GFRA3,4.14
CDC25C,10.13
ETF1,12.47
HSPA9,15.73
LRRTM2,6.47
PAIP2; CTB-43P18.1,8.1
SLC23A1,6.66
MZB1,6.27
PROB1,6.18
SPATA24,7.67
TMEM173,6.87
CXXC5,4.19
NRG2,6.67
PFDN1,12.01
HBEGF,10.07
CD14,7.23
NDUFA2,10.95
TAF7,12.6
SLC25A2,5.22
DIAPH1,10.07
HDAC3,9.69
FCHSD1,7.51
ARAP3,7.08
PCDH1,6.47
PCDH12,5.79
GNPDA1,9.09
SPRY4,6.33
FGF1,6.24
NR3C1,12.18
YIPF5,13.77
GRXCR2,4.68
PLAC8L1,6.49
LARS,12.74
GPR151,4.65
DPYSL3,9.78
JAKMIP2,5.16
SPINK1,6.74
C5orf46,8.05
HTR4,5.97
IL17B,6.1
CSNK1A1,14.33
PDE6A,4.64
TIGD6,6.86
CSF1R,6.88
PDGFRB,5.98
CAMK2A,7.67
ARSI,6.55
CD74,6.28
RBM22,13.19
DCTN4,13.13
ZNF300,10.51
TNIP1,9.76
ANXA6,11.11
CCDC69,5.61
SLC36A3,3.88
SLC36A2,5.24
FAT2,5.01
SPARC,12.84
ATOX1,8.36
RP11-54C4.3; LOC100652758,6.76
GLRA1,3.78
NMUR2,4.05
FAM114A2,7.86
HAND1,5.51
FAXDC2,6.32
GEMIN5,11.27
TIMD4,6.48
HAVCR1,15.24
FAM71B,3.64
FNDC9,4.55
ADAM19,8.76
SOX30,3.84
CLINT1,13.0
EBF1,5.53
RNF145,11.51
IL12B,4.39
FABP6,5.6
C1QTNF2,5.67
ZBED8,7.6
SLU7,10.71
ATP10B,4.99
GABRB2,3.64
SLIT3,10.72
FAM196B,7.41
DOCK2,6.14
KCNMB1,6.8
FBXW11,10.94
STK10,10.8
UBTD2,10.01
SH3PXD2B,7.28
DUSP1,12.11
NKX2-5,5.81
STC2,13.66
BOD1,11.1
DRD1,5.57
KIAA1191,11.76
NOP16,10.65
CLTB,10.97
RNF44,6.42
GPRIN1,6.85
SNCB,5.82
HK3,6.35
UIMC1,8.47
LMAN2,13.0
PFN3,4.95
F12,6.08
DBN1,11.49
PDLIM7,11.76
DOK3,5.67
DDX41,12.52
FAM193B,7.28
FAM153A,5.14
PROP1,5.83
NHP2,10.59
PHYKPL,7.21
COL23A1,10.52
CLK4,11.77
ZNF354A,9.34
AACSP1,6.14
ADAMTS2,5.12
C5orf60,3.79
CBY3,4.53
MGAT4B,9.18
RASGEF1C,4.73
MAPK9,11.44
GFPT2,8.78
SCGB3A1,7.11
FLT4,5.25
OR2Y1,4.67
MGAT1,7.58
ZFP62,10.46
OR2V1,3.36
TRIM7,7.43
TRIM52,7.31
AHRR; PDCD6,8.1
PDCD6,7.57
EXOC3,8.97
EXOC3,4.88
CEP72,7.8
CEP72,5.71
SRD5A1,9.95
MTRR,4.96
MTRR,11.73
BASP1,11.9
ZNF131,8.53
ZNF131,11.57
C5orf64,6.57
KIF2A,11.85
IPO11; LRRC70,12.49
PTCD2,8.78
NSA2,14.39
CRHBP,4.55
ATP6AP1L,6.48
ATP6AP1L,6.56
RFESD,6.15
RFESD,4.46
CAST,13.86
CAST,13.43
LIX1,3.84
APC,11.71
SRP19; ZRSR1,12.46
LVRN,5.45
ARL14EPL,3.74
COMMD10,10.68
HSD17B4,10.98
FAM170A,5.15
ZNF474,5.44
LOC100505841,6.1
SLC27A6,4.58
CDC42SE2,4.09
CDC42SE2,13.6
CDC42SE2,6.78
DDX46,13.09
C5orf24,11.72
PCBD2,9.03
CATSPER3,7.1
SMAD5,14.8
FAM53C,4.32
FAM53C,11.19
FAM53C,6.1
HARS2,9.02
ZMAT2,12.7
PCDHB3,8.34
PCDHB4,7.8
PCDHB5,10.96
PCDHB6,11.92
PCDHB8,12.52
PCDHB16,10.54
PCDHB9,10.41
PCDHB10,8.95
PCDHB14,11.18
PCDHB15,6.3
KCTD16,4.03
RBM27,13.02
POU4F3,4.2
ARHGEF37,4.88
MFAP3,12.56
MFAP3,5.1
GALNT10,11.6
HMP19,4.07
FAM153B,4.94
FAM153B,4.03
LOC728554; THOC3,13.06
FAM153C,4.62
MAML1,8.17
LTC4S,6.07
ZDHHC11B,4.75
ZDHHC11,5.96
BRD9,9.53
TAS2R1,5.12
LOC285692; CTD-2143L24.1; TAS2R1,5.72
FAM173B,10.21
MARCH11,5.73
C1QTNF3-AMACR,9.01
AMACR,9.36
C1QTNF3,5.71
C9,4.09
DAB2,11.51
DAB2,5.39
ESM1,6.95
LOC102467081; CTD-2313F11.1; slygee,4.96
CD180,4.58
GTF2H2,7.74
GTF2H2,13.59
NAIP,9.32
FAM169A,11.01
ZBED3,5.85
DMGDH,7.21
DMGDH,8.48
SSBP2,13.48
ERAP1,10.67
TMEM232,5.2
PGGT1B,9.34
FBN2,5.09
RAPGEF6,9.93
FNIP1,13.1
MEIKIN,5.03
ACSL6,5.56
P4HA2,11.32
P4HA2,4.33
SKP1,12.78
PPP2CA,15.15
CDKL3,8.22
SAR1B,12.99
DCANP1,3.84
TIFAB,5.28
LECT2,3.64
SIL1,9.84
SIL1,4.45
DNAJC18,8.18
ECSCR,5.89
SRA1,9.6
APBB3; MIR6831,5.89
APBB3,5.23
DND1,6.45
HARS,12.47
PRELID2,9.01
PPP2R2B,4.56
SH3TC2,7.3
RPS14,13.03
HAVCR2,5.35
MED7,10.34
PWWP2A,11.81
CCNJL,10.39
CCNJL,4.22
NUDCD2,9.12
PANK3,12.39
LCP2,3.84
THOC3,12.27
RAB24,6.32
MXD3,7.9
FAM153A,7.08
FAM153A,4.73
GRM6,3.6
GRM6,4.03
HNRNPH1,15.79
HNRNPH1,6.81
C5orf45,6.86
TBC1D9B,11.76
RNF130,11.59
GNB2L1; SNORD95; SNORD96A,16.53
DUSP22,9.44
IRF4,6.9
FOXQ1,4.4
FOXF2,4.7
FOXC1,6.36
WRNIP1,10.08
RIPK1,10.24
BPHL,6.91
PSMG4,5.73
FAM50B,7.39
PRPF4B,13.01
KU-MEL-3; RP4-529N6.1,4.06
CDYL,11.12
PPP1R3G,5.65
FARS2,9.1
LY86,5.24
RREB1,11.85
RIOK1,11.79
DSP,8.97
SNRNP48,10.79
BMP6,6.67
GCNT2,11.38
GCNT6,6.94
PAK1IP1,12.96
SMIM13,10.6
TMEM170B,7.59
EDN1,12.16
PHACTR1,6.38
SIRT5,9.71
NOL7,14.37
RNF182,13.63
CD83,7.67
JARID2,8.12
MYLIP; MIR4639,8.35
GMPR,6.36
GMPR,4.78
RBM24,12.09
CAP2,14.75
FAM8A1,10.86
KDM1B,12.3
RNF144B,9.75
ID4,6.14
E2F3,9.67
CDKAL1,12.41
CDKAL1,5.68
SOX4,12.16
HDGFL1,4.66
NRSN1,4.0
KAAG1,4.55
MRS2,10.51
ALDH5A1,8.98
ACOT13,11.11
GMNN,12.41
LRRC16A,11.4
LRRC16A,5.93
SCGN,4.35
HIST1H2BA,4.45
SLC17A4,4.27
TRIM38,10.11
HIST1H3A,8.47
HIST1H4A,7.7
HIST1H3C,6.67
HIST1H1C,10.23
HIST1H4C,15.26
HIST1H2AC,10.5
HIST1H1E,13.74
HIST1H2BD,10.22
HIST1H2BE,9.54
HIST1H2BF,9.73
HIST1H4E,15.15
HIST1H2AE,12.39
HIST1H3E,8.27
HIST1H4F,5.9
HIST1H2BH,13.3
HIST1H2BI,5.95
BTN3A2,11.22
BTN2A2,11.86
BTN3A1,9.47
BTN2A3P,8.02
BTN3A3,9.68
BTN2A1,10.26
BTN1A1,5.39
HMGN4,8.97
ABT1,8.76
PRSS16,5.71
VN1R10P,5.16
HIST1H2AI,13.61
HIST1H3H,6.1
HIST1H2BM,11.03
HIST1H4J,12.52
HIST1H2AL; HIST1H2BN,12.1
HIST1H2BO,6.24
OR2B6,5.75
ZNF165,5.6
ZSCAN16,9.46
ZKSCAN8,11.79
ZSCAN9,9.06
NKAPL,4.42
ZKSCAN3,6.98
GPX5,4.28
OR2J1,4.7
OR2J3,5.73
OR2J2,5.27
OR14J1,4.54
OR12D2,4.05
OR12D1,4.85
OR10C1,4.79
OR2H1,5.98
OR2H2,3.65
MOG,6.35
HLA-F,10.04
HLA-V,9.65
HLA-G,9.42
HLA-A,7.87
HCG9,6.12
PPP1R11,11.81
TRIM40,4.76
TRIM15,3.48
HLA-L,10.73
HLA-E,8.45
PRR3,8.85
ABCF1,10.35
C6orf136,10.47
TUBB,15.71
DDR1; MIR4640,9.48
DPCR1,5.78
MUC21,4.89
MUC22,5.95
HCG22,5.18
PSORS1C1,4.85
TCF19,7.8
HCG27,5.14
MICB,11.86
MCCD1,5.55
NFKBIL1,6.74
LTA,5.09
TNF,4.8
LST1,5.9
AIF1,4.83
PRRC2A,12.05
APOM,5.64
LY6G5B; CSNK2B,13.81
C6orf25,5.84
MSH5; MSH5-SAPCD1; SAPCD1,7.09
HSPA1A; HSPA1B,13.04
HSPA1B; HSPA1A,12.5
C6orf48; SNORD52; SNORD48,11.5
SKIV2L,6.61
CYP21A1P; CYP21A2,6.06
STK19,6.01
C4B,6.15
CYP21A2,5.89
PPT2; EGFL8; PPT2-EGFL8,10.82
RNF5,13.43
XXbac-BPG154L12.4; RNF5,5.61
HLA-DRA,4.6
HLA-DQA1,5.82
HLA-DQA2,5.55
BRD2,12.28
HLA-DPB1,4.99
SLC39A7,11.92
HSD17B8,7.07
RING1,7.34
RPS18,14.26
B3GALT4,4.91
PFDN6; MIR6834,11.1
KIFC1,11.53
PHF1,8.58
ITPR3,8.12
ITPR3,5.36
HMGA1,13.6
PACSIN1,5.15
SNRPC,10.04
UHRF1BP1,8.8
ANKS1A,8.91
SCUBE3,5.65
ZNF76,7.23
DEF6,5.26
PPARD,10.27
FANCE,6.46
RPL10A,12.71
ARMC12,7.72
CLPSL2,5.39
CLPSL1,4.67
LHFPL5,5.96
MAPK14,11.19
MAPK13,5.35
BRPF3,8.62
PNPLA1,3.84
KCTD20,10.88
SRSF3,14.38
CDKN1A,9.62
RAB44,5.99
C6orf89,10.89
PI16,3.86
FGD2,5.89
PIM1,10.01
TBC1D22B,8.9
RNF8,12.16
CMTR1,9.53
ZFAND3,12.54
DNAH8,3.97
GLP1R,6.11
DAAM2,4.27
TSPO2,5.27
APOBEC2,5.51
TREML4,4.94
NCR2,4.12
LINC01276,5.68
FOXP4; MIR4641,9.72
MDFI,7.22
TOMM6; PRICKLE4,5.85
BYSL,10.72
TAF8,11.04
GUCA1A,5.91
HCRP1,4.35
UBR2,12.57
PTCRA,6.22
CNPY3,11.2
CNPY3,8.3
GNMT,4.57
PPP2R5D,10.51
KLHDC3,10.41
KLC4,7.1
PTK7,6.71
SRF,9.94
CUL9,5.2
TTBK1,4.33
SLC22A7,5.94
ABCC10,8.23
TJAP1,10.11
TJAP1,5.51
POLR1C,11.24
POLH,9.68
MAD2L1BP,9.59
RSPH9,3.36
VEGFA,14.13
C6orf223,7.12
TMEM63B,9.77
CAPN11,7.33
SLC29A1,11.62
HSP90AB1,16.31
CDC5L,13.48
RUNX2,12.56
ENPP4,8.71
SLC25A27,8.46
TDRD6,6.89
ANKRD66,5.54
MEP1A,3.49
CD2AP,12.56
OPN5,4.56
CENPQ,10.0
GLYATL3,4.55
C6orf141,8.4
TFAP2D,5.24
TFAP2B,5.78
IL17A,7.43
PAQR8,6.6
EFHC1,8.63
TMEM14A,10.8
FBXO9,11.17
LRRC1,7.42
TINAG,5.39
FAM83B,4.77
HCRTR2,4.74
GFRAL,4.44
BEND6,6.55
KIAA1586,12.17
ZNF451,12.96
BAG2,13.78
MTRNR2L9,13.78
LOC441155,7.69
ADGRB3,6.03
COL19A1,3.47
FAM135A,10.75
SDHAF4,7.72
SMAP1,10.5
OGFRL1,14.6
RIMS1,4.98
KCNQ5,5.1
KCNQ5,4.55
KHDC3L,8.35
DDX43,4.69
MTO1,11.93
CD109,12.37
SENP6,12.26
MYO6,9.7
MYO6,7.72
MEI4,4.88
IRAK1BP1,7.56
SH3BGRL2,4.41
SH3BGRL2,9.92
TTK,14.08
BCKDHB,10.36
TPBG,8.99
DOPEY1,8.45
RWDD2A,6.88
PRSS35,5.46
RIPPLY2,6.62
MRAP2,7.75
NT5E,14.36
HTR1E,4.88
ZNF292,9.83
C6orf163,6.49
ORC3,13.11
SPACA1,3.52
PNRC1,12.74
PM20D2,11.83
ANKRD6,9.29
CASP8AP2,12.49
GJA10,3.85
BACH2,4.0
MANEA,12.0
FUT9,3.48
UFL1,9.81
FHL5,4.11
KLHL32,4.89
POU3F2,3.65
PRDM13,5.31
GRIK2,6.17
LIN28B,5.69
BVES-AS1,4.4
PRDM1,6.79
AIM1,9.2
QRSL1,10.3
QRSL1,6.69
C6orf203,9.61
SOBP,5.09
NR2E1,4.47
LACE1,7.52
FOXO3,9.55
LINC00222,6.61
ARMC2,6.87
CEP57L1,9.81
C6orf183,5.76
SMPD2,6.95
MICAL1,7.54
FIG4,10.35
GPR6,4.98
CDC40,12.29
AMD1,14.56
GTF3C6,11.68
RPF2,14.67
SLC16A10,7.34
KIAA1919,11.08
WISP3,3.74
FAM229B,9.56
RFPL4B,4.67
MARCKS,12.76
NT5DC1,9.72
FAM26F,5.31
FAM26E,6.51
FAM26D,4.37
RWDD1,11.49
RSPH4A,5.25
KPNA5,10.07
RFX6,4.3
VGLL2,5.4
DCBLD1,9.76
NUS1,12.9
SLC35F1,5.13
PLN,3.96
ASF1A,12.31
GJA1,12.81
HSF2,10.59
PKIB,5.54
FABP7,4.13
SMPDL3A,7.87
CLVS2,4.36
NKAIN2,7.07
RNF217,8.92
TPD52L1,10.51
HEY2,5.89
NCOA7,13.26
NCOA7,6.99
HINT3,12.57
TRMT11,9.81
CENPW,11.46
RSPO3,4.43
RNF146,11.76
C6orf58,6.05
LAMA2,5.49
L3MBTL3,9.36
TMEM200A,4.15
SMLR1,5.92
AKAP7,7.63
ARG1,6.07
ENPP3,6.49
ENPP1,11.68
TAAR9,4.9
TAAR8,4.2
TAAR6,4.98
RPS12,14.34
EYA4,4.41
TCF21,6.53
TBPL1,11.39
MYB,8.4
PDE7B,11.05
PEX7,6.74
SLC35D3,6.85
TNFAIP3,10.55
ARFGEF3,5.42
HEBP2,9.3
CCDC28A,7.96
ECT2L,4.02
ABRACL,9.85
HECA,9.74
VTA1,12.8
ADGRG6,12.46
AIG1,10.82
PHACTR2,4.6
STX11,7.76
UTRN,12.26
